game_id,Year,player_id,position ,player,team,targets,rec,rec_yds,rec_td,rec_long,fumbles_lost,rush_scrambles,comb_pass_play,total_ret_td,offensive_fumble_recovery_td,pass_yds_bonus,rush_yds_bonus,rec_yds_bonus,Total_DKP,Off_DKP,Total_FDP,Off_FDP,Total_SDP,Off_SDP,rec_air_yds,rec_yac,rec_drops,offense,off_pct
202011010sea,2020,DissWi00,TE,Will Dissly,SEA,1,1,17,0,17,0,0,0,0,0,0,0,0,2.7,2.7,2.2,2.2,2.2,2.2,-3,20,0,43,63
202011010sea,2020,HollJa03,TE,Jacob Hollister,SEA,2,1,6,0,6,0,0,0,0,0,0,0,0,1.6,1.6,1.1,1.1,1.1,1.1,3,8,1,26,38
202011010sea,2020,DwelRo00,TE,Ross Dwelley,SFO,4,1,16,1,16,0,0,0,0,0,0,0,0,8.6,8.6,8.1,8.1,8.1,8.1,30,5,0,39,56
202011010sea,2020,OlseGr00,TE,Greg Olsen,SEA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2,0,0,37,54
202011020nyg,2020,GronRo00,TE,Rob Gronkowski,TAM,4,4,41,1,18,0,0,0,0,0,0,0,0,14.1,14.1,12.1,12.1,12.1,12.1,27.2,14,0,50,71
202011020nyg,2020,AuclAn00,TE,Antony Auclair,TAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
202011020nyg,2020,BratCa00,TE,Cameron Brate,TAM,2,2,35,0,25,0,0,0,0,0,0,0,0,5.5,5.5,4.5,4.5,4.5,4.5,21,14,0,12,17
202011020nyg,2020,HudsTa00,TE,Tanner Hudson,TAM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,3,4
202011020nyg,2020,EngrEv00,TE,Evan Engram,NYG,10,5,61,0,30,0,0,0,0,0,0,0,0,12,12,9.5,9.5,9.5,9.5,68,20,0,61,82
202011020nyg,2020,ToilLe00,TE,Levine Toilolo,NYG,2,1,9,0,9,0,0,0,0,0,0,0,0,1.9,1.9,1.4,1.4,1.4,1.4,11,4,0,21,28
202011020nyg,2020,SmitKa00,TE,Kaden Smith,NYG,2,1,6,0,6,0,0,0,0,0,0,0,0,1.6,1.6,1.1,1.1,1.1,1.1,-1,11,0,42,57
202011050sfo,2020,LoveJo02,TE,John Lovett,GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,11,17
202011050sfo,2020,TonyRo00,TE,Robert Tonyan,GNB,1,1,5,0,5,0,0,0,0,0,0,0,0,1.5,1.5,1,1,1,1,5,0,0,41,62
202011050sfo,2020,SterJa00,TE,Jace Sternberger,GNB,1,1,1,0,1,0,0,0,0,0,0,0,0,1.1,1.1,0.6,0.6,0.6,0.6,1,0,0,18,27
202011050sfo,2020,LewiMa00,TE,Marcedes Lewis,GNB,1,1,1,1,1,0,0,0,0,0,0,0,0,7.1,7.1,6.6,6.6,6.6,6.6,1,0,0,32,48
202011050sfo,2020,DwelRo00,TE,Ross Dwelley,SFO,3,3,52,0,36,0,0,0,0,0,0,0,0,8.2,8.2,6.7,6.7,6.7,6.7,27.9,24,0,42,74
202011050sfo,2020,ReedJo02,TE,Jordan Reed,SFO,2,1,3,0,3,0,0,0,0,0,0,0,0,1.3,1.3,0.8,0.8,0.8,0.8,12,0,0,13,23
202011050sfo,2020,WoerCh00,TE,Charlie Woerner,SFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14
202011080atl,2020,OkwuAl00,TE,Albert Okwuegbunam,DEN,1,1,7,0,7,0,0,0,0,0,0,0,0,1.7,1.7,1.2,1.2,1.2,1.2,4,3,0,15,21
202011080atl,2020,VannNi00,TE,Nick Vannett,DEN,1,1,11,0,11,0,0,0,0,0,0,0,0,2.1,2.1,1.6,1.6,1.6,1.6,6,5,0,11,15
202011080atl,2020,FantNo00,TE,Noah Fant,DEN,3,3,45,0,32,0,0,0,0,0,0,0,0,7.5,7.5,6,6,6,6,5.1,40,0,57,78
202011080atl,2020,StocLu00,TE,Luke Stocker,ATL,1,1,12,0,12,0,0,0,0,0,0,0,0,2.2,2.2,1.7,1.7,1.7,1.7,2,10,0,37,52
202011080atl,2020,HursHa00,TE,Hayden Hurst,ATL,8,7,62,0,24,0,0,0,0,0,0,0,0,13.2,13.2,9.7,9.7,9.7,9.7,40,40,0,51,72
202011080atl,2020,GrahJa01,TE,Jaeden Graham,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14
202011080buf,2020,DissWi00,TE,Will Dissly,SEA,1,1,26,0,26,0,0,0,0,0,0,0,0,3.6,3.6,3.1,3.1,3.1,3.1,10,16,0,21,32
202011080buf,2020,OlseGr00,TE,Greg Olsen,SEA,3,2,13,0,8,0,0,0,0,0,0,0,0,3.3,3.3,2.3,2.3,2.3,2.3,18.9,4,0,26,40
202011080buf,2020,KrofTy00,TE,Tyler Kroft,BUF,1,1,1,1,1,0,0,0,0,0,0,0,0,7.1,7.1,6.6,6.6,6.6,6.6,1,0,0,27,40
202011080buf,2020,HollJa03,TE,Jacob Hollister,SEA,7,5,60,0,19,0,0,0,0,0,0,0,0,11,11,8.5,8.5,8.5,8.5,42,23,0,31,48
202011080buf,2020,KnoxDa00,TE,Dawson Knox,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,37
202011080buf,2020,GillRe00,TE,Reggie Gilliam,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21
202011080clt,2020,BoylNi00,TE,Nick Boyle,BAL,4,4,46,0,21,0,0,0,0,0,0,0,0,8.6,8.6,6.6,6.6,6.6,6.6,17.2,29,0,50,78
202011080clt,2020,AndrMa00,TE,Mark Andrews,BAL,5,3,22,0,13,0,0,0,0,0,0,0,0,5.2,5.2,3.7,3.7,3.7,3.7,18,7,0,38,59
202011080clt,2020,AlieMo00,TE,Mo Alie-Cox,IND,3,3,43,0,21,0,0,0,0,0,0,0,0,7.3,7.3,5.8,5.8,5.8,5.8,33,10,0,35,51
202011080clt,2020,BurtTr01,TE,Trey Burton,IND,4,1,6,0,6,0,0,0,0,0,0,0,0,1.6,1.6,1.1,1.1,1.1,1.1,27.2,2,0,30,43
202011080clt,2020,DoylJa00,TE,Jack Doyle,IND,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,22,32
202011080crd,2020,DaniDa02,TE,Darrell Daniels,ARI,1,1,21,1,21,0,0,0,0,0,0,0,0,9.1,9.1,8.6,8.6,8.6,8.6,21,0,0,29,42
202011080crd,2020,ArnoDa00,TE,Dan Arnold,ARI,1,1,16,0,16,0,0,0,0,0,0,0,0,2.6,2.6,2.1,2.1,2.1,2.1,15,1,0,18,26
202011080crd,2020,WillMa04,TE,Maxx Williams,ARI,1,1,4,1,4,0,0,0,0,0,0,0,0,7.4,7.4,6.9,6.9,6.9,6.9,0,4,0,34,49
202011080crd,2020,ShahAd00,TE,Adam Shaheen,MIA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,24,39
202011080crd,2020,SmytDu00,TE,Durham Smythe,MIA,1,1,19,0,19,0,0,0,0,0,0,0,0,2.9,2.9,2.4,2.4,2.4,2.4,5,14,0,25,41
202011080crd,2020,GesiMi00,TE,Mike Gesicki,MIA,4,3,42,0,19,0,0,0,0,0,0,0,0,7.2,7.2,5.7,5.7,5.7,5.7,39.2,5,0,43,70
202011080dal,2020,McDoVa00,TE,Vance McDonald ,PIT,1,1,2,0,2,0,0,0,0,0,0,0,0,1.2,1.2,0.7,0.7,0.7,0.7,2,0,0,20,29
202011080dal,2020,EbroEr00,TE,Eric Ebron,PIT,6,3,22,1,9,0,0,0,0,0,0,0,0,11.2,11.2,9.7,9.7,9.7,9.7,30,12,0,59,86
202011080dal,2020,BellBl00,TE,Blake Bell,DAL,2,1,-4,0,-4,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.1,0.1,0.1,-6,2,0,31,43
202011080dal,2020,SchuDa00,TE,Dalton Schultz,DAL,7,4,48,0,16,0,0,0,0,0,0,0,0,8.8,8.8,6.8,6.8,6.8,6.8,60.2,9,0,69,96
202011080dal,2020,McKeSe01,TE,Sean McKeon,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8
202011080jax,2020,ElleBe00,TE,Ben Ellefson,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,38
202011080jax,2020,FellDa01,TE,Darren Fells,HOU,2,2,26,0,19,0,0,0,0,0,0,0,0,4.6,4.6,3.6,3.6,3.6,3.6,1,25,0,33,52
202011080jax,2020,O'ShJa00,TE,James O'Shaughnessy,JAX,2,1,9,0,9,0,0,0,0,0,0,0,0,1.9,1.9,1.4,1.4,1.4,1.4,27,3,0,33,48
202011080jax,2020,AkinJo00,TE,Jordan Akins,HOU,4,2,19,0,10,0,0,0,0,0,0,0,0,3.9,3.9,2.9,2.9,2.9,2.9,41.2,9,1,22,34
202011080jax,2020,BrowPh01,TE,Pharaoh Brown,HOU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,25,39
202011080jax,2020,EifeTy00,TE,Tyler Eifert,JAX,5,4,48,0,17,0,0,0,0,0,0,0,0,8.8,8.8,6.8,6.8,6.8,6.8,24,24,0,38,55
202011080kan,2020,ManhCh00,TE,Chris Manhertz,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,36
202011080kan,2020,ThomCo03,TE,Colin Thompson,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7
202011080kan,2020,ThomIa00,TE,Ian Thomas,CAR,2,1,8,0,8,0,0,0,0,0,0,0,0,1.8,1.8,1.3,1.3,1.3,1.3,28,7,0,59,71
202011080kan,2020,KeizNi00,TE,Nick Keizer,KAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21
202011080kan,2020,YeldDe00,TE,Deon Yelder,KAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11
202011080kan,2020,KelcTr00,TE,Travis Kelce,KAN,12,10,159,0,44,0,0,0,0,0,0,0,1,28.9,28.9,20.9,20.9,22.9,22.9,115.2,66,0,57,92
202011080min,2020,NautIs00,TE,Isaac Nauta,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7
202011080min,2020,ConkTy00,TE,Tyler Conklin,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,43
202011080min,2020,HockTJ00,TE,T.J. Hockenson,DET,8,5,39,1,11,0,0,0,0,0,0,0,0,14.9,14.9,12.4,12.4,12.4,12.4,60,12,0,57,76
202011080min,2020,JameJe00,TE,Jesse James,DET,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0.5,0.5,0.5,-1,1,0,25,33
202011080min,2020,SmitIr01,TE,Irv Smith Jr.,MIN,4,2,10,2,9,0,0,0,0,0,0,0,0,15,15,14,14,14,14,17.2,2,0,22,38
202011080min,2020,RudoKy00,TE,Kyle Rudolph,MIN,4,3,40,0,22,0,0,0,0,0,0,0,0,7,7,5.5,5.5,5.5,5.5,25.2,17,0,42,72
202011080oti,2020,GrahJi00,TE,Jimmy Graham,CHI,6,6,55,1,24,0,0,0,0,0,0,0,0,17.5,17.5,14.5,14.5,14.5,14.5,13.8,41,0,50,65
202011080oti,2020,SmitJo01,TE,Jonnu Smith,TEN,2,2,32,1,30,0,0,0,0,0,0,0,0,11.2,11.2,10.2,10.2,10.2,10.2,13,19,0,52,95
202011080oti,2020,FirkAn00,TE,Anthony Firkser,TEN,6,3,19,0,12,0,0,0,0,0,0,0,0,4.9,4.9,3.4,3.4,3.4,3.4,19.8,10,1,27,49
202011080oti,2020,KmetCo00,TE,Cole Kmet,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47
202011080oti,2020,HarrDe03,TE,Demetrius Harris,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8
202011080oti,2020,HoltJ.01,TE,J.P. Holtz,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8
202011080oti,2020,PruiMy00,TE,MyCole Pruitt,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13
202011080sdg,2020,MoreFo00,TE,Foster Moreau,LVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27
202011080sdg,2020,AndeSt01,TE,Stephen Anderson,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
202011080sdg,2020,HenrHu00,TE,Hunter Henry,LAC,7,4,33,0,11,0,0,0,0,0,0,0,0,7.3,7.3,5.3,5.3,5.3,5.3,56,4,0,78,99
202011080sdg,2020,ParhDo00,TE,Donald Parham,LAC,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,9,11
202011080sdg,2020,WallDa01,TE,Darren Waller,LVR,10,5,22,1,8,0,0,0,0,0,0,0,0,13.2,13.2,10.7,10.7,10.7,10.7,76,21,1,45,88
202011080sdg,2020,WittJa00,TE,Jason Witten,LVR,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0.5,0.5,0.5,-1,1,0,22,43
202011080tam,2020,TrauAd00,TE,Adam Trautman,NOR,3,3,39,1,29,0,0,0,0,0,0,0,0,12.9,12.9,11.4,11.4,11.4,11.4,14.1,25,0,29,40
202011080tam,2020,CookJa02,TE,Jared Cook,NOR,3,2,30,0,19,1,0,0,0,0,0,0,0,4,4,2,2,2,2,30.9,7,1,26,36
202011080tam,2020,HillJo02,TE,Josh Hill,NOR,2,2,14,1,11,0,0,0,0,0,0,0,0,9.4,9.4,8.4,8.4,8.4,8.4,14,0,0,45,62
202011080tam,2020,BratCa00,TE,Cameron Brate,TAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24
202011080tam,2020,AuclAn00,TE,Antony Auclair,TAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
202011080tam,2020,HudsTa00,TE,Tanner Hudson,TAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
202011080tam,2020,GronRo00,TE,Rob Gronkowski,TAM,6,1,2,0,2,0,0,0,0,0,0,0,0,1.2,1.2,0.7,0.7,0.7,0.7,63,2,1,27,54
202011080was,2020,ThomLo00,TE,Logan Thomas,WAS,6,3,28,0,14,0,0,0,0,0,0,0,0,5.8,5.8,4.3,4.3,4.3,4.3,36,15,0,54,100
202011080was,2020,EngrEv00,TE,Evan Engram,NYG,10,5,48,1,16,0,0,0,0,0,0,0,0,15.8,15.8,13.3,13.3,13.3,13.3,61,13,2,58,75
202011080was,2020,SmitKa00,TE,Kaden Smith,NYG,1,1,8,0,8,0,0,0,0,0,0,0,0,1.8,1.8,1.3,1.3,1.3,1.3,1,7,0,41,53
202011080was,2020,ToilLe00,TE,Levine Toilolo,NYG,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0.5,0.5,0.5,0,0,0,25,32
202011080was,2020,SpriJe00,TE,Jeremy Sprinkle,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
202011080was,2020,HemiTe00,TE,Temarrick Hemingway,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
202011090nyj,2020,HernCh00,TE,Chris Herndon,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,65
202011090nyj,2020,TravRo00,TE,Ross Travis,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
202011090nyj,2020,IzzoRy00,TE,Ryan Izzo,NWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,94
202011090nyj,2020,GrifRy00,TE,Ryan Griffin,NYJ,2,2,28,0,23,0,0,0,0,0,0,0,0,4.8,4.8,3.8,3.8,3.8,3.8,13,15,0,22,48
202011120oti,2020,TogiNo00,TE,Noah Togiai,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23
202011120oti,2020,SwaiGe00,TE,Geoff Swaim,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,55
202011120oti,2020,SmitJo01,TE,Jonnu Smith,TEN,6,2,14,0,8,0,0,0,0,0,0,0,0,9.5,9.5,8.5,8.5,8.5,8.5,54,4,0,47,72
202011120oti,2020,BurtTr01,TE,Trey Burton,IND,3,3,24,0,14,0,0,0,0,0,0,0,0,5.4,5.4,3.9,3.9,3.9,3.9,15.9,8,0,37,53
202011120oti,2020,AlieMo00,TE,Mo Alie-Cox,IND,4,3,19,0,11,0,0,0,0,0,0,0,0,4.9,4.9,3.4,3.4,3.4,3.4,12,7,0,46,66
202011120oti,2020,FirkAn00,TE,Anthony Firkser,TEN,3,1,5,0,5,0,0,0,0,0,0,0,0,1.5,1.5,1,1,1,1,21.9,4,0,22,34
202011150car,2020,ThomCo03,TE,Colin Thompson,CAR,1,1,7,1,7,0,0,0,0,0,0,0,0,7.7,7.7,7.2,7.2,7.2,7.2,7,0,0,14,29
202011150car,2020,GronRo00,TE,Rob Gronkowski,TAM,3,2,51,1,44,0,0,0,0,0,0,0,0,13.1,13.1,12.1,12.1,12.1,12.1,68.1,25,0,65,81
202011150car,2020,ThomIa00,TE,Ian Thomas,CAR,1,1,7,0,7,0,0,0,0,0,0,0,0,1.7,1.7,1.2,1.2,1.2,1.2,7,0,0,29,60
202011150car,2020,BratCa00,TE,Cameron Brate,TAM,3,3,31,1,19,0,0,0,0,0,0,0,0,12.1,12.1,10.6,10.6,10.6,10.6,18.9,12,0,29,36
202011150car,2020,AuclAn00,TE,Antony Auclair,TAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,31
202011150car,2020,HudsTa00,TE,Tanner Hudson,TAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9
202011150car,2020,ManhCh00,TE,Chris Manhertz,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,54
202011150cle,2020,BryaHa00,TE,Harrison Bryant,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,55
202011150cle,2020,BrowPh01,TE,Pharaoh Brown,HOU,2,2,21,1,16,0,0,0,0,0,0,0,0,10.1,10.1,9.1,9.1,9.1,9.1,17,4,0,18,32
202011150cle,2020,FellDa01,TE,Darren Fells,HOU,1,1,15,0,15,0,0,0,0,0,0,0,0,2.5,2.5,2,2,2,2,0,15,0,34,60
202011150cle,2020,AkinJo00,TE,Jordan Akins,HOU,1,1,5,0,5,0,0,0,0,0,0,0,0,1.5,1.5,1,1,1,1,5,0,0,24,42
202011150cle,2020,NjokDa00,TE,David Njoku,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,35
202011150cle,2020,HoopAu00,TE,Austin Hooper,CLE,2,1,11,0,11,0,0,0,0,0,0,0,0,2.1,2.1,1.6,1.6,1.6,1.6,23,0,0,55,85
202011150crd,2020,KnoxDa00,TE,Dawson Knox,BUF,4,2,16,0,10,0,0,0,0,0,0,0,0,3.6,3.6,2.6,2.6,2.6,2.6,26,18,1,51,70
202011150crd,2020,SmitLe00,TE,Lee Smith,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16
202011150crd,2020,GillRe00,TE,Reggie Gilliam,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
202011150crd,2020,WillMa04,TE,Maxx Williams,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,53
202011150crd,2020,ArnoDa00,TE,Dan Arnold,ARI,4,4,34,0,11,0,0,0,0,0,0,0,0,7.4,7.4,5.4,5.4,5.4,5.4,17.2,17,0,35,48
202011150crd,2020,DaniDa02,TE,Darrell Daniels,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19
202011150det,2020,HockTJ00,TE,T.J. Hockenson,DET,4,2,13,0,8,0,0,0,0,0,0,0,0,3.3,3.3,2.3,2.3,2.3,2.3,29.2,5,1,39,66
202011150det,2020,JameJe00,TE,Jesse James,DET,3,2,9,0,5,0,0,0,0,0,0,0,0,2.9,2.9,1.9,1.9,1.9,1.9,18,6,0,32,54
202011150det,2020,NautIs00,TE,Isaac Nauta,DET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22
202011150det,2020,SpriJe00,TE,Jeremy Sprinkle,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
202011150det,2020,HemiTe00,TE,Temarrick Hemingway,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
202011150det,2020,ThomLo00,TE,Logan Thomas,WAS,5,4,66,0,27,0,0,0,0,0,0,0,0,10.6,10.6,8.6,8.6,8.6,8.6,70,16,0,87,99
202011150gnb,2020,EifeTy00,TE,Tyler Eifert,JAX,4,2,15,0,8,0,0,0,0,0,0,0,0,3.5,3.5,2.5,2.5,2.5,2.5,30,2,0,40,63
202011150gnb,2020,TonyRo00,TE,Robert Tonyan,GNB,4,3,33,0,23,0,0,0,0,0,0,0,0,6.3,6.3,4.8,4.8,4.8,4.8,48,11,0,40,62
202011150gnb,2020,ElleBe00,TE,Ben Ellefson,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,30
202011150gnb,2020,O'ShJa00,TE,James O'Shaughnessy,JAX,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,25,39
202011150gnb,2020,LewiMa00,TE,Marcedes Lewis,GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,40
202011150gnb,2020,SterJa00,TE,Jace Sternberger,GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,31
202011150mia,2020,AndeSt01,TE,Stephen Anderson,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
202011150mia,2020,MyarCh00,TE,Chris Myarick,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
202011150mia,2020,GesiMi00,TE,Mike Gesicki,MIA,5,2,40,0,23,0,0,0,0,0,0,0,0,6,6,5,5,5,5,79,7,1,28,48
202011150mia,2020,ShahAd00,TE,Adam Shaheen,MIA,1,1,19,0,19,0,0,0,0,0,0,0,0,2.9,2.9,2.4,2.4,2.4,2.4,18,1,0,22,38
202011150mia,2020,HenrHu00,TE,Hunter Henry,LAC,6,4,30,1,17,0,0,0,0,0,0,0,0,13,13,11,11,11,11,63,2,0,59,92
202011150mia,2020,ParhDo00,TE,Donald Parham,LAC,1,1,13,0,13,0,0,0,0,0,0,0,0,2.3,2.3,1.8,1.8,1.8,1.8,5,8,0,14,22
202011150mia,2020,SmytDu00,TE,Durham Smythe,MIA,2,2,9,1,7,0,0,0,0,0,0,0,0,8.9,8.9,7.9,7.9,7.9,7.9,-1,10,0,39,67
202011150nor,2020,HillJo02,TE,Josh Hill,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15
202011150nor,2020,TrauAd00,TE,Adam Trautman,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,46
202011150nor,2020,WoerCh00,TE,Charlie Woerner,SFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11
202011150nor,2020,ReedJo02,TE,Jordan Reed,SFO,6,5,62,0,26,0,0,0,0,0,0,0,0,11.2,11.2,8.7,8.7,8.7,8.7,45,22,0,31,44
202011150nor,2020,DwelRo00,TE,Ross Dwelley,SFO,2,1,22,0,22,0,0,0,0,0,0,0,0,3.2,3.2,2.7,2.7,2.7,2.7,30,5,0,37,52
202011150nor,2020,CookJa02,TE,Jared Cook,NOR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,21,36
202011150nwe,2020,AndrMa00,TE,Mark Andrews,BAL,9,7,61,0,13,0,0,0,0,0,0,0,0,13.1,13.1,9.6,9.6,9.6,9.6,47.7,22,1,50,76
202011150nwe,2020,BoylNi00,TE,Nick Boyle,BAL,1,1,4,0,4,0,0,0,0,0,0,0,0,1.4,1.4,0.9,0.9,0.9,0.9,4,0,0,31,47
202011150nwe,2020,IzzoRy00,TE,Ryan Izzo,NWE,1,1,20,0,20,0,0,0,0,0,0,0,0,3,3,2.5,2.5,2.5,2.5,9,11,0,54,93
202011150nyg,2020,RodgRi00,TE,Richard Rodgers,PHI,5,4,60,0,22,0,0,0,0,0,0,0,0,10,10,8,8,8,8,58,12,0,21,31
202011150nyg,2020,GoedDa00,TE,Dallas Goedert,PHI,6,4,33,0,12,0,0,0,0,0,0,0,0,7.3,7.3,5.3,5.3,5.3,5.3,58.8,6,1,62,93
202011150nyg,2020,EngrEv00,TE,Evan Engram,NYG,3,2,15,0,11,0,0,0,0,0,0,0,0,3.5,3.5,2.5,2.5,2.5,2.5,23.1,7,0,49,69
202011150nyg,2020,SmitKa00,TE,Kaden Smith,NYG,2,2,12,0,11,0,0,0,0,0,0,0,0,3.2,3.2,2.2,2.2,2.2,2.2,2,10,0,41,58
202011150nyg,2020,ToilLe00,TE,Levine Toilolo,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,30
202011150pit,2020,CartCe00,TE,Cethan Carter,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18
202011150pit,2020,GentZa00,TE,Zach Gentry,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19
202011150pit,2020,SampDr00,TE,Drew Sample,CIN,2,1,9,0,9,0,0,0,0,0,0,0,0,1.9,1.9,1.4,1.4,1.4,1.4,9,4,1,57,88
202011150pit,2020,EbroEr00,TE,Eric Ebron,PIT,6,2,38,0,24,0,0,0,0,0,0,0,0,5.8,5.8,4.8,4.8,4.8,4.8,40.2,16,0,62,85
202011150rai,2020,FantNo00,TE,Noah Fant,DEN,7,3,18,0,9,0,0,0,0,0,0,0,0,4.8,4.8,3.3,3.3,3.3,3.3,28.7,12,1,60,85
202011150rai,2020,FumaTr00,TE,Troy Fumagalli,DEN,3,2,12,0,8,0,0,0,0,0,0,0,0,3.2,3.2,2.2,2.2,2.2,2.2,26.1,1,0,12,17
202011150rai,2020,VannNi00,TE,Nick Vannett,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14
