game_id,Year,player_id,position ,player,team,targets,rec,rec_yds,rec_td,rec_long,fumbles_lost,rush_scrambles,comb_pass_play,total_ret_td,offensive_fumble_recovery_td,pass_yds_bonus,rush_yds_bonus,rec_yds_bonus,Total_DKP,Off_DKP,Total_FDP,Off_FDP,Total_SDP,Off_SDP,rec_air_yds,rec_yac,rec_drops,offense,off_pct
202001040htx,2020,SmitLe00,TE,Lee Smith,BUF,1,1,8,0,8,0,0,0,0,0,0,0,0,1.8,1.8,1.3,1.3,1.3,1.3,1,7,0,25,29
202001040htx,2020,KrofTy00,TE,Tyler Kroft,BUF,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,20,24
202001040htx,2020,FellDa01,TE,Darren Fells,HOU,5,4,37,0,14,0,0,0,0,0,0,0,0,7.7,7.7,5.7,5.7,5.7,5.7,32,15,1,66,96
202001040htx,2020,KnoxDa00,TE,Dawson Knox,BUF,2,1,14,0,14,0,0,0,0,0,0,0,0,2.4,2.4,1.9,1.9,1.9,1.9,12,7,0,59,69
202001040htx,2020,ThomJo05,TE,Jordan Thomas,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12
202001040nwe,2020,FirkAn00,TE,Anthony Firkser,TEN,3,2,23,1,12,0,0,0,0,0,0,0,0,10.3,10.3,9.3,9.3,9.3,9.3,39,0,0,14,23
202001040nwe,2020,SmitJo01,TE,Jonnu Smith,TEN,2,1,9,0,9,0,0,0,0,0,0,0,0,1.9,1.9,1.4,1.4,1.4,1.4,24,9,0,53,87
202001040nwe,2020,PruiMy00,TE,MyCole Pruitt,TEN,2,2,4,0,4,0,0,0,0,0,0,0,0,2.4,2.4,1.4,1.4,1.4,1.4,4,0,0,38,62
202001040nwe,2020,LaCoMa00,TE,Matt LaCosse,NWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,54
202001040nwe,2020,WatsBe00,TE,Ben Watson,NWE,4,3,38,0,21,0,0,0,0,0,0,0,0,6.8,6.8,5.3,5.3,5.3,5.3,38,6,1,27,44
202001050nor,2020,RudoKy00,TE,Kyle Rudolph,MIN,7,4,31,1,13,0,0,0,0,0,0,0,0,13.1,13.1,11.1,11.1,11.1,11.1,46.2,19,0,72,92
202001050nor,2020,CookJa02,TE,Jared Cook,NOR,5,5,54,0,14,0,0,0,0,0,0,0,0,10.4,10.4,7.9,7.9,7.9,7.9,33,21,0,33,59
202001050nor,2020,HillJo02,TE,Josh Hill,NOR,3,2,3,0,2,0,0,0,0,0,0,0,0,2.3,2.3,1.3,1.3,1.3,1.3,3,0,0,27,48
202001050nor,2020,ConkTy00,TE,Tyler Conklin,MIN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,21
202001050nor,2020,SmitIr01,TE,Irv Smith Jr.,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,55
202001050phi,2020,GoedDa00,TE,Dallas Goedert,PHI,8,7,73,0,17,0,0,0,0,0,0,0,0,14.3,14.3,10.8,10.8,10.8,10.8,63.2,17,0,62,97
202001050phi,2020,HollJa03,TE,Jacob Hollister,SEA,4,2,16,0,9,0,0,0,0,0,0,0,0,3.6,3.6,2.6,2.6,2.6,2.6,18,12,0,53,88
202001050phi,2020,WillLu00,TE,Luke Willson,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,38
202001050phi,2020,PerkJo02,TE,Joshua Perkins,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27
202001050phi,2020,RodgRi00,TE,Richard Rodgers,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
202001050phi,2020,ErtzZa00,TE,Zach Ertz,PHI,4,2,44,0,32,0,0,0,0,0,0,0,0,6.4,6.4,5.4,5.4,5.4,5.4,50,16,0,56,88
202001110rav,2020,FirkAn00,TE,Anthony Firkser,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21
202001110rav,2020,HursHa00,TE,Hayden Hurst,BAL,6,4,53,1,18,0,0,0,0,0,0,0,0,15.3,15.3,13.3,13.3,13.3,13.3,84,19,1,43,46
202001110rav,2020,AndrMa00,TE,Mark Andrews,BAL,7,4,39,0,16,0,0,0,0,0,0,0,0,7.9,7.9,5.9,5.9,5.9,5.9,67.9,7,1,46,49
202001110rav,2020,PruiMy00,TE,MyCole Pruitt,TEN,1,1,15,0,15,0,0,0,0,0,0,0,0,2.5,2.5,2,2,2,2,4,11,0,26,49
202001110rav,2020,SmitJo01,TE,Jonnu Smith,TEN,3,2,12,1,12,0,0,0,0,0,0,0,0,9.2,9.2,8.2,8.2,8.2,8.2,26.1,2,0,51,96
202001110rav,2020,BoylNi00,TE,Nick Boyle,BAL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,26,28
202001110sfo,2020,ToilLe00,TE,Levine Toilolo,SFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,28
202001110sfo,2020,DwelRo00,TE,Ross Dwelley,SFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9
202001110sfo,2020,SmitIr01,TE,Irv Smith Jr.,MIN,3,3,39,0,21,0,0,0,0,0,0,0,0,6.9,6.9,5.4,5.4,5.4,5.4,27.9,11,0,29,63
202001110sfo,2020,ConkTy00,TE,Tyler Conklin,MIN,1,1,5,0,5,0,0,0,0,0,0,0,0,1.5,1.5,1,1,1,1,-5,10,0,3,7
202001110sfo,2020,RudoKy00,TE,Kyle Rudolph,MIN,3,2,4,0,3,0,0,0,0,0,0,0,0,2.4,2.4,1.4,1.4,1.4,1.4,18.9,1,0,32,70
202001110sfo,2020,KittGe00,TE,George Kittle,SFO,5,3,16,0,11,0,0,0,0,0,0,0,0,4.6,4.6,3.1,3.1,3.1,3.1,25,13,1,65,96
202001120gnb,2020,SterJa00,TE,Jace Sternberger,GNB,1,1,2,0,2,0,0,0,0,0,0,0,0,1.2,1.2,0.7,0.7,0.7,0.7,-1,3,0,28,44
202001120gnb,2020,LewiMa00,TE,Marcedes Lewis,GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,65
202001120gnb,2020,TonyRo00,TE,Robert Tonyan,GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,33
202001120gnb,2020,WillLu00,TE,Luke Willson,SEA,1,1,8,0,8,0,0,0,0,0,0,0,0,1.9,1.9,1.4,1.4,1.4,1.4,-1,9,0,28,46
202001120gnb,2020,HollJa03,TE,Jacob Hollister,SEA,6,5,47,0,19,0,0,0,0,0,0,0,0,9.7,9.7,7.2,7.2,7.2,7.2,40.2,11,1,40,66
202001120gnb,2020,GrahJi00,TE,Jimmy Graham,GNB,4,3,49,0,27,0,0,0,0,0,0,0,0,7.9,7.9,6.4,6.4,6.4,6.4,32,15,0,24,38
202001120kan,2020,FellDa01,TE,Darren Fells,HOU,7,3,22,1,9,0,0,0,0,0,0,0,0,11.2,11.2,9.7,9.7,9.7,9.7,46.2,11,3,76,95
202001120kan,2020,ThomJo05,TE,Jordan Thomas,HOU,1,1,7,0,7,0,0,0,0,0,0,0,0,1.7,1.7,1.2,1.2,1.2,1.2,-2,9,0,17,21
202001120kan,2020,KelcTr00,TE,Travis Kelce,KAN,12,10,134,3,28,0,0,0,0,0,0,0,1,44.4,44.4,36.4,36.4,38.4,38.4,79.2,64,2,41,67
202001120kan,2020,BellBl00,TE,Blake Bell,KAN,2,2,15,1,8,0,0,0,0,0,0,0,0,9.5,9.5,8.5,8.5,8.5,8.5,5,10,0,29,48
202001120kan,2020,YeldDe00,TE,Deon Yelder,KAN,1,1,11,0,11,0,0,0,0,0,0,0,0,2.1,2.1,1.6,1.6,1.6,1.6,1,10,0,5,8
202001190kan,2020,SmitJo01,TE,Jonnu Smith,TEN,4,3,38,0,22,0,0,0,0,0,0,0,0,6.8,6.8,5.3,5.3,5.3,5.3,22,16,0,48,73
202001190kan,2020,FirkAn00,TE,Anthony Firkser,TEN,2,1,22,1,22,0,0,0,0,0,0,0,0,9.2,9.2,8.7,8.7,8.7,8.7,55,0,0,22,33
202001190kan,2020,PruiMy00,TE,MyCole Pruitt,TEN,1,1,9,0,9,0,0,0,0,0,0,0,0,1.9,1.9,1.4,1.4,1.4,1.4,-1,10,0,18,27
202001190kan,2020,KelcTr00,TE,Travis Kelce,KAN,4,3,30,0,18,0,0,0,0,0,0,0,0,6,6,4.5,4.5,4.5,4.5,37.2,7,1,64,94
202001190kan,2020,BellBl00,TE,Blake Bell,KAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,44
202001190kan,2020,YeldDe00,TE,Deon Yelder,KAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
202001190sfo,2020,GrahJi00,TE,Jimmy Graham,GNB,5,4,59,0,42,0,0,0,0,0,0,0,0,9.9,9.9,7.9,7.9,7.9,7.9,54,33,0,27,43
202001190sfo,2020,SterJa00,TE,Jace Sternberger,GNB,2,2,13,1,8,0,0,0,0,0,0,0,0,9.3,9.3,8.3,8.3,8.3,8.3,10,3,0,11,17
202001190sfo,2020,KittGe00,TE,George Kittle,SFO,1,1,19,0,19,0,0,0,0,0,0,0,0,2.9,2.9,2.4,2.4,2.4,2.4,3,16,0,53,96
202001190sfo,2020,LewiMa00,TE,Marcedes Lewis,GNB,2,2,14,0,11,0,0,0,0,0,0,0,0,3.4,3.4,2.4,2.4,2.4,2.4,-2,16,0,14,22
202001190sfo,2020,TonyRo00,TE,Robert Tonyan,GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,29
202001190sfo,2020,ToilLe00,TE,Levine Toilolo,SFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27
202001190sfo,2020,DwelRo00,TE,Ross Dwelley,SFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15
202009100kan,2020,AkinJo00,TE,Jordan Akins,HOU,2,2,39,1,20,0,0,0,0,0,0,0,0,11.9,11.9,10.9,10.9,10.9,10.9,24,15,0,48,81
202009100kan,2020,FellDa01,TE,Darren Fells,HOU,2,2,19,0,12,0,0,0,0,0,0,0,0,3.9,3.9,2.9,2.9,2.9,2.9,6,13,0,25,42
202009100kan,2020,KelcTr00,TE,Travis Kelce,KAN,6,6,50,1,15,0,0,0,0,0,0,0,0,17,17,14,14,14,14,13.8,36,0,61,88
202009100kan,2020,KeizNi00,TE,Nick Keizer,KAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,43
202009130atl,2020,OlseGr00,TE,Greg Olsen,SEA,4,4,24,1,9,0,0,0,0,0,0,0,0,12.4,12.4,10.4,10.4,10.4,10.4,19.2,5,0,41,66
202009130atl,2020,HollJa03,TE,Jacob Hollister,SEA,1,1,9,0,9,0,0,0,0,0,0,0,0,1.9,1.9,1.4,1.4,1.4,1.4,2,7,0,11,18
202009130atl,2020,DissWi00,TE,Will Dissly,SEA,2,2,8,0,5,0,0,0,0,0,0,0,0,2.8,2.8,1.8,1.8,1.8,1.8,1,7,0,25,40
202009130atl,2020,WillLu00,TE,Luke Willson,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
202009130atl,2020,GrahJa01,TE,Jaeden Graham,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10
202009130atl,2020,HursHa00,TE,Hayden Hurst,ATL,5,3,38,0,27,0,0,0,0,0,0,0,0,6.8,6.8,5.3,5.3,5.3,5.3,58,1,0,63,79
202009130atl,2020,StocLu00,TE,Luke Stocker,ATL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,26,33
202009130buf,2020,HernCh00,TE,Chris Herndon,NYJ,7,6,37,0,18,1,0,0,0,0,0,0,0,8.7,8.7,4.7,4.7,4.7,4.7,46.9,13,0,40,71
202009130buf,2020,KnoxDa00,TE,Dawson Knox,BUF,3,2,26,0,15,0,0,0,0,0,0,0,0,4.6,4.6,3.6,3.6,3.6,3.6,18,17,0,56,64
202009130buf,2020,GrifRy00,TE,Ryan Griffin,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,32
202009130buf,2020,WescTr00,TE,Trevon Wesco,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14
202009130buf,2020,KrofTy00,TE,Tyler Kroft,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
202009130car,2020,WallDa01,TE,Darren Waller,LVR,8,6,45,0,8,0,0,0,0,0,0,0,0,10.5,10.5,7.5,7.5,7.5,7.5,30.4,31,0,56,89
202009130car,2020,ThomIa00,TE,Ian Thomas,CAR,2,2,16,0,11,0,0,0,0,0,0,0,0,3.6,3.6,2.6,2.6,2.6,2.6,12,4,0,44,66
202009130car,2020,ManhCh00,TE,Chris Manhertz,CAR,1,1,4,0,4,0,0,0,0,0,0,0,0,1.4,1.4,0.9,0.9,0.9,0.9,-3,7,0,36,54
202009130car,2020,WittJa00,TE,Jason Witten,LVR,1,1,2,0,2,0,0,0,0,0,0,0,0,1.2,1.2,0.7,0.7,0.7,0.7,2,0,0,28,44
202009130car,2020,MoreFo00,TE,Foster Moreau,LVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19
202009130cin,2020,HenrHu00,TE,Hunter Henry,LAC,8,5,73,0,33,0,0,0,0,0,0,0,0,12.3,12.3,9.8,9.8,9.8,9.8,72.8,33,0,59,80
202009130cin,2020,GreeVi00,TE,Virgil Green,LAC,2,1,10,0,10,0,0,0,0,0,0,0,0,2,2,1.5,1.5,1.5,1.5,11,4,1,24,32
202009130cin,2020,AndeSt01,TE,Stephen Anderson,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15
202009130cin,2020,CartCe00,TE,Cethan Carter,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
202009130cin,2020,SampDr00,TE,Drew Sample,CIN,1,1,7,0,7,0,0,0,0,0,0,0,0,1.7,1.7,1.2,1.2,1.2,1.2,0,7,0,24,35
202009130cin,2020,UzomC.00,TE,C.J. Uzomah,CIN,5,4,45,0,19,0,0,0,0,0,0,0,0,8.5,8.5,6.5,6.5,6.5,6.5,46,22,1,49,72
202009130det,2020,GrahJi00,TE,Jimmy Graham,CHI,7,3,25,1,16,0,0,0,0,0,0,0,0,11.5,11.5,10,10,10,10,37.1,13,0,52,80
202009130det,2020,KmetCo00,TE,Cole Kmet,CHI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,20,31
202009130det,2020,HarrDe03,TE,Demetrius Harris,CHI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,26,40
202009130det,2020,HockTJ00,TE,T.J. Hockenson,DET,5,5,56,1,24,0,0,0,0,0,0,0,0,16.6,16.6,14.1,14.1,14.1,14.1,22,34,0,50,64
202009130det,2020,JameJe00,TE,Jesse James,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,50
202009130det,2020,HoltJ.01,TE,J.P. Holtz,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8
202009130jax,2020,ElleBe00,TE,Ben Ellefson,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26
202009130jax,2020,DoylJa00,TE,Jack Doyle,IND,4,3,49,0,28,0,0,0,0,0,0,0,0,7.9,7.9,6.4,6.4,6.4,6.4,43.2,18,0,54,73
202009130jax,2020,AlieMo00,TE,Mo Alie-Cox,IND,2,2,20,0,13,0,0,0,0,0,0,0,0,4,4,3,3,3,3,6,14,0,29,39
202009130jax,2020,EifeTy00,TE,Tyler Eifert,JAX,1,1,8,0,8,0,0,0,0,0,0,0,0,1.8,1.8,1.3,1.3,1.3,1.3,1,7,0,28,56
202009130jax,2020,O'ShJa00,TE,James O'Shaughnessy,JAX,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0.5,0.5,0.5,-2,2,0,20,40
202009130min,2020,DeguJo00,TE,Josiah Deguara,GNB,2,1,12,0,12,0,0,0,0,0,0,0,0,2.2,2.2,1.7,1.7,1.7,1.7,24,11,0,24,31
202009130min,2020,SterJa00,TE,Jace Sternberger,GNB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,12,15
202009130min,2020,TonyRo00,TE,Robert Tonyan,GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,62
202009130min,2020,LewiMa00,TE,Marcedes Lewis,GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,41
202009130min,2020,LoveJo02,TE,John Lovett,GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
202009130min,2020,ConkTy00,TE,Tyler Conklin,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15
202009130min,2020,SmitIr01,TE,Irv Smith Jr.,MIN,1,1,11,0,11,0,0,0,0,0,0,0,0,2.1,2.1,1.6,1.6,1.6,1.6,11,0,0,31,60
202009130min,2020,RudoKy00,TE,Kyle Rudolph,MIN,2,2,28,0,22,0,0,0,0,0,0,0,0,4.8,4.8,3.8,3.8,3.8,3.8,22,6,0,32,62
202009130nor,2020,TrauAd00,TE,Adam Trautman,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10
202009130nor,2020,HowaO.00,TE,O.J. Howard,TAM,6,4,36,1,15,0,0,0,0,0,0,0,0,13.6,13.6,11.6,11.6,11.6,11.6,75,0,0,37,53
202009130nor,2020,GronRo00,TE,Rob Gronkowski,TAM,3,2,11,0,9,0,0,0,0,0,0,0,0,3.1,3.1,2.1,2.1,2.1,2.1,21.9,16,0,54,77
202009130nor,2020,BratCa00,TE,Cameron Brate,TAM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,10
202009130nor,2020,CookJa02,TE,Jared Cook,NOR,7,5,80,0,46,0,0,0,0,0,0,0,0,13,13,10.5,10.5,10.5,10.5,76.3,19,1,44,65
202009130nor,2020,HillJo02,TE,Josh Hill,NOR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,36,53
202009130nwe,2020,IzzoRy00,TE,Ryan Izzo,NWE,2,1,25,0,25,0,0,0,0,0,0,0,0,3.5,3.5,3,3,3,3,17,11,0,63,98
202009130nwe,2020,AsiaDe00,TE,Devin Asiasi,NWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16
202009130nwe,2020,SmytDu00,TE,Durham Smythe,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21
202009130nwe,2020,ShahAd00,TE,Adam Shaheen,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19
202009130nwe,2020,GesiMi00,TE,Mike Gesicki,MIA,5,3,30,0,18,0,0,0,0,0,0,0,0,6,6,4.5,4.5,4.5,4.5,56,0,0,45,73
202009130ram,2020,BellBl00,TE,Blake Bell,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11
202009130ram,2020,JarwBl00,TE,Blake Jarwin,DAL,1,1,12,0,12,0,0,0,0,0,0,0,0,2.2,2.2,1.7,1.7,1.7,1.7,12,0,0,25,35
202009130ram,2020,MundJo00,TE,Johnny Mundt,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14
202009130ram,2020,HigbTy00,TE,Tyler Higbee,LAR,4,3,40,0,21,0,0,0,0,0,0,0,0,7,7,5.5,5.5,5.5,5.5,30,28,0,65,89
202009130ram,2020,EverGe00,TE,Gerald Everett,LAR,2,1,7,0,7,0,0,0,0,0,0,0,0,1.7,1.7,1.2,1.2,1.2,1.2,16,1,1,24,33
202009130ram,2020,SchuDa00,TE,Dalton Schultz,DAL,4,1,11,0,11,0,0,0,0,0,0,0,0,2.1,2.1,1.6,1.6,1.6,1.6,14,4,2,50,69
202009130rav,2020,CarlSt00,TE,Stephen Carlson,CLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16
202009130rav,2020,NjokDa00,TE,David Njoku,CLE,3,3,50,1,28,0,0,0,0,0,0,0,0,14,14,12.5,12.5,12.5,12.5,42.9,7,0,17,23
202009130rav,2020,HoopAu00,TE,Austin Hooper,CLE,2,2,15,0,9,0,0,0,0,0,0,0,0,3.5,3.5,2.5,2.5,2.5,2.5,15,0,0,56,77
202009130rav,2020,BryaHa00,TE,Harrison Bryant,CLE,2,1,5,0,5,0,0,0,0,0,0,0,0,1.5,1.5,1,1,1,1,9,0,0,31,42
202009130rav,2020,AndrMa00,TE,Mark Andrews,BAL,6,5,58,2,21,0,0,0,0,0,0,0,0,22.8,22.8,20.3,20.3,20.3,20.3,63,4,0,42,71
202009130rav,2020,BoylNi00,TE,Nick Boyle,BAL,3,2,3,0,4,0,0,0,0,0,0,0,0,2.3,2.3,1.3,1.3,1.3,1.3,8.1,0,0,39,66
202009130sfo,2020,WoerCh00,TE,Charlie Woerner,SFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
202009130sfo,2020,DwelRo00,TE,Ross Dwelley,SFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11
202009130sfo,2020,DaniDa02,TE,Darrell Daniels,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17
202009130sfo,2020,WillMa04,TE,Maxx Williams,ARI,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,43,52
202009130sfo,2020,KittGe00,TE,George Kittle,SFO,5,4,44,0,14,0,0,0,0,0,0,0,0,9.3,9.3,7.3,7.3,7.3,7.3,26,16,0,61,98
202009130sfo,2020,ReedJo02,TE,Jordan Reed,SFO,2,2,12,0,10,0,0,0,0,0,0,0,0,3.2,3.2,2.2,2.2,2.2,2.2,5,7,0,10,16
202009130was,2020,GoedDa00,TE,Dallas Goedert,PHI,9,8,101,1,34,0,0,0,0,0,0,0,1,27.1,27.1,20.1,20.1,22.1,22.1,56.7,52,0,54,79
202009130was,2020,ThomLo00,TE,Logan Thomas,WAS,8,4,37,1,19,0,0,0,0,0,0,0,0,13.7,13.7,11.7,11.7,11.7,11.7,72,14,0,52,74
202009130was,2020,ErtzZa00,TE,Zach Ertz,PHI,7,3,18,1,7,0,0,0,0,0,0,0,0,10.8,10.8,9.3,9.3,9.3,9.3,56.7,4,1,58,85
202009130was,2020,RodgRi00,TE,Richard Rodgers,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
202009130was,2020,SpriJe00,TE,Jeremy Sprinkle,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,40
202009130was,2020,BaugMa02,TE,Marcus Baugh,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39
202009140den,2020,BeckAn01,TE,Andrew Beck,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10
202009140den,2020,FirkAn00,TE,Anthony Firkser,TEN,2,2,5,0,6,0,0,0,0,0,0,0,0,2.5,2.5,1.5,1.5,1.5,1.5,3,2,0,32,40
202009140den,2020,PruiMy00,TE,MyCole Pruitt,TEN,1,1,1,1,1,0,0,0,0,0,0,0,0,7.1,7.1,6.6,6.6,6.6,6.6,1,0,0,31,38
202009140den,2020,SmitJo01,TE,Jonnu Smith,TEN,7,4,36,1,22,0,0,0,0,0,0,0,0,13.6,13.6,11.6,11.6,11.6,11.6,13.3,34,1,59,73
202009140den,2020,ButtJa00,TE,Jake Butt,DEN,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0.5,0.5,0.5,3,1,1,16,27
202009140den,2020,VannNi00,TE,Nick Vannett,DEN,2,1,-6,0,-6,0,0,0,0,0,0,0,0,0.4,0.4,-0.1,-0.1,-0.1,-0.1,-5,0,0,16,27
202009140den,2020,FantNo00,TE,Noah Fant,DEN,6,5,81,1,31,0,0,0,0,0,0,0,0,19.1,19.1,16.6,16.6,16.6,16.6,55.8,58,0,43,73
202009140nyg,2020,SmitKa00,TE,Kaden Smith,NYG,2,2,17,0,12,0,0,0,0,0,0,0,0,3.7,3.7,2.7,2.7,2.7,2.7,4,13,0,29,43
202009140nyg,2020,EbroEr00,TE,Eric Ebron,PIT,2,1,18,0,18,0,0,0,0,0,0,0,0,2.8,2.8,2.3,2.3,2.3,2.3,39,2,1,40,63
202009140nyg,2020,McDoVa00,TE,Vance McDonald ,PIT,2,1,3,0,3,0,0,0,0,0,0,0,0,1.3,1.3,0.8,0.8,0.8,0.8,3,1,0,38,59
202009140nyg,2020,TomlEr01,TE,Eric Tomlinson,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
202009140nyg,2020,EngrEv00,TE,Evan Engram,NYG,7,2,9,0,5,0,0,0,0,0,0,0,0,2.9,2.9,1.9,1.9,1.9,1.9,32.9,3,2,64,94
202009140nyg,2020,ToilLe00,TE,Levine Toilolo,NYG,1,1,13,0,13,0,0,0,0,0,0,0,0,2.3,2.3,1.8,1.8,1.8,1.8,5,8,0,24,35
202009170cle,2020,SampDr00,TE,Drew Sample,CIN,9,7,45,0,10,0,0,0,0,0,0,0,0,11.5,11.5,8,8,8,8,38.7,19,0,54,59
202009170cle,2020,UzomC.00,TE,C.J. Uzomah,CIN,6,4,42,1,23,0,0,0,0,0,0,0,0,14.2,14.2,12.2,12.2,12.2,12.2,48,8,0,47,51
202009170cle,2020,CartCe00,TE,Cethan Carter,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8
202009170cle,2020,CarlSt00,TE,Stephen Carlson,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7
202009170cle,2020,HoopAu00,TE,Austin Hooper,CLE,4,2,22,0,11,0,0,0,0,0,0,0,0,4.2,4.2,3.2,3.2,3.2,3.2,15.2,7,0,57,98
202009170cle,2020,BryaHa00,TE,Harrison Bryant,CLE,2,1,14,0,14,0,0,0,0,0,0,0,0,2.4,2.4,1.9,1.9,1.9,1.9,27,11,0,30,52
202009200chi,2020,EngrEv00,TE,Evan Engram,NYG,8,6,65,0,22,0,0,0,0,0,0,0,0,12.5,12.5,9.5,9.5,9.5,9.5,44.8,33,0,63,97
202009200chi,2020,SmitKa00,TE,Kaden Smith,NYG,3,2,-1,0,2,0,0,0,0,0,0,0,0,1.9,1.9,0.9,0.9,0.9,0.9,6.9,2,0,31,48
